iter	Logloss
199	0.3818199072
200	0.3814572109
201	0.3810660544
202	0.380658439
203	0.3803204311
204	0.3800021825
205	0.3798074615
206	0.3796318997
207	0.3792915773
208	0.3789638991
209	0.378812297
210	0.3786387497
211	0.3784219978
212	0.3781087211
213	0.3778059884
214	0.3775869648
215	0.3774152606
216	0.3772502856
217	0.3770636226
218	0.3767484172
219	0.3766283185
220	0.3763581608
221	0.3761158632
222	0.3758068299
223	0.3756156664
224	0.3753035042
225	0.375068836
226	0.3749343358
227	0.3746042144
228	0.3744284812
229	0.3743178978
230	0.373990734
231	0.3735105536
232	0.3732501684
233	0.373019272
234	0.3727033808
235	0.372383032
236	0.3720885288
237	0.3717587075
238	0.3716105772
239	0.3714442735
240	0.3712365654
241	0.371123196
242	0.370832979
243	0.3703668144
244	0.3700876986
245	0.3698772473
246	0.3695952169
247	0.3694119828
248	0.369241393
249	0.3691510833
250	0.3689876085
251	0.3688032172
252	0.3685537617
253	0.3683416817
254	0.3680080457
255	0.3678037236
256	0.3673275294
257	0.3671820137
258	0.3669498315
259	0.3668928682
260	0.3667845565
261	0.3666834885
262	0.3664726086
263	0.3662835025
264	0.3660011292
265	0.3656298177
266	0.3652999535
267	0.3651567952
268	0.3649847909
269	0.3648694928
270	0.3647238056
271	0.3645055535
272	0.3642102359
273	0.3639945555
274	0.3638770714
275	0.3636524758
276	0.3634425388
277	0.3633585726
278	0.3632227865
279	0.3630743991
280	0.3629157249
281	0.3628358305
282	0.3627244328
283	0.3625123099
284	0.3624086701
285	0.3620603754
286	0.3618113057
287	0.3616119985
288	0.3615329185
289	0.3612937499
290	0.3612196419
291	0.3610175486
292	0.3609968035
293	0.3609828735
294	0.3608874203
295	0.3607549346
296	0.3605933886
297	0.3603274313
298	0.3601363964
299	0.3600578737
300	0.359938075
301	0.3597719857
302	0.3594623094
303	0.3593420179
304	0.3591197582
305	0.3589399102
306	0.3587470751
307	0.3585822716
308	0.3584849754
309	0.3582869112
310	0.3581782995
311	0.3580437778
312	0.3577411309
313	0.3574949329
314	0.3573500815
315	0.3571384301
316	0.3568967541
317	0.3567361725
318	0.3566541565
319	0.3565220136
320	0.3564366116
321	0.3563533097
322	0.3561901993
323	0.3560661573
324	0.3557895703
325	0.3555754758
326	0.3553128618
327	0.3551692105
328	0.355024102
329	0.3548718785
330	0.3545916697
331	0.3544264161
332	0.3543684241
333	0.3542866653
334	0.3541238978
335	0.3538098282
336	0.3537324198
337	0.353691744
338	0.35350926
339	0.3533500071
340	0.3530720057
341	0.3530106491
342	0.3528704911
343	0.3527406414
344	0.3526485315
345	0.3525087807
346	0.3523296828
347	0.3522207282
348	0.3521104448
349	0.3519794164
350	0.3516766195
351	0.351489335
352	0.3512292069
353	0.3510196986
354	0.3508652248
355	0.3507281743
356	0.3506289064
357	0.3503398681
358	0.3501522407
359	0.3500037247
360	0.349937589
361	0.3498321276
362	0.3497184582
363	0.349686569
364	0.3495869583
365	0.3495253231
366	0.3492389636
367	0.349187358
368	0.3490287695
369	0.348879782
370	0.3487613764
371	0.3486220542
372	0.3485065846
373	0.3482972692
374	0.3481704412
375	0.3480731664
376	0.3480377626
377	0.3478693158
378	0.3476848817
379	0.3475888284
380	0.3474876961
381	0.3473346367
382	0.3470793092
383	0.346987435
384	0.3468523776
385	0.3468493987
386	0.3467220135
387	0.3464649286
388	0.346179855
389	0.3461650034
390	0.3461119405
391	0.3459750615
392	0.3457838337
393	0.3456702072
394	0.3454837156
395	0.3453375141
396	0.3451582662
397	0.3450839439
398	0.345025309
399	0.3449040531
400	0.3447798182
401	0.3446916945
402	0.3446375386
403	0.3444707849
404	0.3444532973
405	0.3442942159
406	0.344101295
407	0.3440886937
408	0.3439346485
409	0.3438185788
410	0.3434566112
411	0.3433873037
412	0.3432535322
413	0.3431286758
414	0.3430090058
415	0.3428855853
416	0.3427523495
417	0.3426118915
418	0.3424518457
419	0.3423150095
420	0.3421309182
421	0.3419158164
422	0.3417958249
423	0.3417205811
424	0.3415355039
425	0.3414899205
426	0.3412007321
427	0.3410351785
428	0.3409760722
429	0.3409290528
430	0.3407952384
431	0.340562349
432	0.340409611
433	0.3403422109
434	0.340207775
435	0.3400381281
436	0.3398281269
437	0.3397598267
438	0.3397371528
439	0.3396241049
440	0.3395830219
441	0.3394730386
442	0.3394154109
443	0.3391180574
444	0.3390208898
445	0.3388602439
446	0.3387103992
447	0.3386719093
448	0.3385465601
449	0.3383069628
450	0.3382277757
451	0.3380546784
452	0.3379033549
453	0.3378226891
454	0.3377480239
455	0.3377317793
456	0.3376073516
457	0.3375207708
458	0.3374756802
459	0.3372397262
460	0.337191421
461	0.3371620178
462	0.3370258031
463	0.3368206238
464	0.3367050257
465	0.336667093
466	0.3365368361
467	0.3365070043
468	0.3363742185
469	0.3362919882
470	0.3362209877
471	0.336028667
472	0.3357074823
473	0.3355459578
474	0.335422473
475	0.3352856797
476	0.3352372673
477	0.3350781644
478	0.334973796
479	0.3348479967
480	0.3348391458
481	0.3347981271
482	0.3346768497
483	0.3345594513
484	0.3344382597
485	0.3342232436
486	0.3341417205
487	0.3340968443
488	0.3338880003
489	0.3337272044
490	0.3335076879
491	0.3333453061
492	0.3330868925
493	0.333067026
494	0.33294517
495	0.3327028939
496	0.3325506918
497	0.3325016365
498	0.3324109195
499	0.3323338541
500	0.3322314573
501	0.3320844629
502	0.3320023612
503	0.331747548
504	0.3316878415
505	0.3315858734
506	0.3314265991
507	0.331424456
508	0.3312789188
509	0.3312221056
510	0.3311760292
511	0.3310191765
512	0.3309867302
513	0.3308362211
514	0.3306062248
515	0.3304981703
516	0.3303336026
517	0.3302271982
518	0.3299631697
519	0.3299204794
520	0.3298388063
521	0.3296467427
522	0.3294933191
523	0.3294457211
524	0.3294307623
525	0.3292292477
526	0.32913103
527	0.3290406988
528	0.3289651764
529	0.3286148671
530	0.3284587217
531	0.3283549962
532	0.3282615576
533	0.3281774199
534	0.3281108128
535	0.3278944251
536	0.3275693615
537	0.3272187737
538	0.3270755296
539	0.3268891881
540	0.3266118939
541	0.3265319996
542	0.326414644
543	0.3262722144
544	0.3262483618
545	0.3261745967
546	0.3261168405
547	0.3260488189
548	0.3260180655
549	0.3259303918
550	0.3259180476
551	0.3258264735
552	0.3256775288
553	0.3256279592
554	0.3255752392
555	0.3254815434
556	0.3253540939
557	0.3252646628
558	0.3251016595
559	0.3248916797
560	0.3246919868
561	0.3245122674
562	0.3244316015
563	0.3242802138
564	0.324199055
565	0.3241435062
566	0.3239331192
567	0.3238945007
568	0.323803891
569	0.3237017085
570	0.3235394339
571	0.3234012261
572	0.3233007367
573	0.3231834026
574	0.322969951
575	0.3228897352
576	0.3228822987
577	0.3227903388
578	0.3226680541
579	0.3225923603
580	0.3225196453
581	0.3223343967
582	0.3222598387
583	0.3221813802
584	0.322079262
585	0.3219982104
586	0.3218850125
587	0.3218156193
588	0.3216788474
589	0.3216216698
590	0.3214861195
591	0.3214225555
592	0.3213136652
593	0.3212233554
594	0.3210549301
595	0.3209805864
596	0.32089512
597	0.3208244409
598	0.3207262446
599	0.3206476576
600	0.3204664809
601	0.3203560476
602	0.3203314235
603	0.3199728634
604	0.3198931833
605	0.3197597332
606	0.3195494748
607	0.3193653621
608	0.3192914041
609	0.3192470851
610	0.3191802636
611	0.3191351516
612	0.319020132
613	0.3189647975
614	0.3188903466
615	0.3188361264
616	0.3187301293
617	0.3185361155
618	0.3184342116
619	0.3182353759
620	0.3181711261
621	0.3180201241
622	0.3179636323
623	0.3179524882
624	0.3179506881
625	0.31788901
626	0.3178332468
627	0.3177694899
628	0.3177042329
629	0.3176689577
630	0.3176379043
631	0.3175906706
632	0.3174624068
633	0.3173327714
634	0.3171498588
635	0.316964996
636	0.3168601133
637	0.3168163514
638	0.3166980958
639	0.3166179014
640	0.3165558804
641	0.3165504156
642	0.3164837226
643	0.3164481902
644	0.3162936521
645	0.3161737249
646	0.3161667813
647	0.3160717353
648	0.3159424857
649	0.3157933267
650	0.3156191365
651	0.3155654307
652	0.3154038419
653	0.3153452712
654	0.3151850111
655	0.3151267834
656	0.3150613763
657	0.3148919438
658	0.3148495749
659	0.3146539752
660	0.3146056272
661	0.3145181892
662	0.3144100918
663	0.3142164852
664	0.3140064411
665	0.3139757735
666	0.3138975722
667	0.3138089341
668	0.3136286146
669	0.3135696154
670	0.3133345829
671	0.3132386154
672	0.3129998968
673	0.3129314037
674	0.3128283211
675	0.3127178235
676	0.3127118229
677	0.3126568312
678	0.312477669
679	0.3123171088
680	0.3121985961
681	0.3120083541
682	0.3118780972
683	0.3117395037
684	0.3116093753
685	0.3115461542
686	0.3113817365
687	0.3113096001
688	0.3111382174
689	0.3110342133
690	0.3108958341
691	0.310753383
692	0.3106399708
693	0.3104954837
694	0.3104494716
695	0.3103862291
696	0.3102893401
697	0.3101234007
698	0.3100163535
699	0.3099843143
700	0.3098074452
701	0.309744267
702	0.3095715984
703	0.3095112061
704	0.3093701052
705	0.3093179424
706	0.3092301401
707	0.3090750876
708	0.309027211
709	0.3087991864
710	0.3087639969
711	0.3086970469
712	0.3086113662
713	0.3085436017
714	0.3084728584
715	0.3083214492
716	0.3082837737
717	0.3082092371
718	0.3080859024
719	0.3079498377
720	0.307844612
721	0.3077596172
722	0.3077036825
723	0.3076326606
724	0.3075137192
725	0.3074924598
726	0.3074202805
727	0.3072287099
728	0.3071107114
729	0.3070198659
730	0.306971775
731	0.3068938952
732	0.3068895019
733	0.306842804
734	0.3068336744
735	0.3066503118
736	0.3066087358
737	0.3065102824
738	0.3064621915
739	0.3063681099
740	0.306302017
741	0.3062447109
742	0.3061204117
743	0.3058681488
744	0.3056665699
745	0.3055879829
746	0.3055372988
747	0.305475685
748	0.3054079634
749	0.3053602369
750	0.3052258652
751	0.3052037057
752	0.3049170676
753	0.3048401093
754	0.3047257756
755	0.3046025265
756	0.3045254611
757	0.3044317438
758	0.304241009
759	0.3040990722
760	0.3038855135
761	0.3038272215
762	0.3037386048
763	0.3035200312
764	0.3032954784
765	0.3031166162
766	0.3030489375
767	0.3029503983
768	0.3028092545
769	0.3026731684
770	0.3026333927
771	0.3025894165
772	0.3025558986
773	0.3025016356
774	0.3024200054
775	0.3023478047
776	0.3022423005
777	0.3021648064
778	0.3021138652
779	0.3020952632
780	0.3020076966
781	0.3019661421
782	0.30181439
783	0.3015386817
784	0.3013812076
785	0.301272253
786	0.3011715921
787	0.3010412923
788	0.3008633731
789	0.3007212221
790	0.3006397633
791	0.3005272083
792	0.3004717023
793	0.3003449386
794	0.3002651729
795	0.3002281189
796	0.300101741
797	0.3000714591
798	0.2998809814
799	0.2998654655
800	0.2997902431
801	0.2996845245
802	0.2996391125
803	0.2995803276
804	0.2995112558
805	0.29933833
806	0.2991634755
807	0.299119885
808	0.2990158595
809	0.2989636753
810	0.2987548314
811	0.2987370437
812	0.2986942248
813	0.2986083727
814	0.2984950891
815	0.2982930173
816	0.2981902133
817	0.2981223631
818	0.2980666
819	0.2978468477
820	0.2977740684
821	0.2976006497
822	0.2975115401
823	0.2973529944
824	0.2972971455
825	0.2972400322
826	0.2971949417
827	0.297071264
828	0.2969804828
829	0.2967826329
830	0.2966477898
831	0.2965886405
832	0.2965394352
833	0.2964890084
834	0.2964343167
835	0.2964039063
836	0.2963642378
837	0.2962485324
838	0.2961736529
839	0.2960850148
840	0.2959259762
841	0.2957884328
842	0.2955732667
843	0.2954900934
844	0.2953810102
845	0.2952259364
846	0.2949647153
847	0.2949138384
848	0.2946914501
849	0.2946028549
850	0.2945135738
851	0.2944518314
852	0.2944327365
853	0.294396154
854	0.2943756232
855	0.2942376726
856	0.2941571996
857	0.2940990148
858	0.2938975645
859	0.2937826092
860	0.2936859559
861	0.293584695
862	0.2935304106
863	0.2935151518
864	0.2934058114
865	0.2933050434
866	0.2931573418
867	0.293083791
868	0.2930168409
869	0.2928135904
870	0.2926752112
871	0.2925298669
872	0.2924922343
873	0.2924591236
874	0.2923655349
875	0.2922886195
876	0.2920679028
877	0.2919514688
878	0.2917562978
879	0.2916175757
880	0.2915816575
881	0.2915105927
882	0.2913951874
883	0.2911724348
884	0.2911220722
885	0.2909994447
886	0.2908952692
887	0.2908290049
888	0.2906670302
889	0.29055904
890	0.2905040269
891	0.290403859
892	0.2901505245
893	0.2900655082
894	0.2899874998
895	0.2898245822
896	0.2895683546
897	0.2893994149
898	0.2893438875
899	0.289166054
900	0.2889469447
901	0.2887286068
902	0.2886535987
903	0.2885171054
904	0.2884358181
905	0.2883304639
906	0.2882832302
907	0.2881697751
908	0.2881146977
909	0.2880515624
910	0.2880066432
911	0.2879819549
912	0.2879699964
913	0.287790127
914	0.2875939701
915	0.2873523369
916	0.287265499
917	0.287244261
918	0.2872059854
919	0.2871622664
920	0.2870810434
921	0.2869538939
922	0.2868181936
923	0.2867433998
924	0.2867070316
925	0.2866464251
926	0.2865673451
927	0.2864313661
928	0.2863924691
929	0.286332334
930	0.2863281336
931	0.2862433101
932	0.2861195468
933	0.2860731061
934	0.2859731953
935	0.2859505857
936	0.2856768919
937	0.2854125205
938	0.2853099309
939	0.2852688693
940	0.2851203318
941	0.2848093697
942	0.2847369333
943	0.2846474808
944	0.2843797448
945	0.2843276463
946	0.2842931855
947	0.2842561529
948	0.2840604032
949	0.2838640963
950	0.2836054255
951	0.2834348786
952	0.2834041253
953	0.28320949
954	0.283108872
955	0.2828893126
956	0.2827028853
957	0.2826205479
958	0.2825506403
959	0.2824974917
960	0.2824284629
961	0.2822067604
962	0.2821728353
963	0.2819496755
964	0.2819332594
965	0.2818832826
966	0.2817537972
967	0.28168719
968	0.2816584941
969	0.2814547292
970	0.2812230828
971	0.2811884934
972	0.2810185465
973	0.2809722772
974	0.2808832533
975	0.280699012
976	0.2805265791
977	0.2802925324
978	0.2802407983
979	0.2802022012
980	0.280144445
981	0.2798800308
982	0.2797879423
983	0.2797200064
984	0.2796268677
985	0.2795894066
986	0.2793830272
987	0.2792104871
988	0.2790904527
989	0.278880923
990	0.2787824695
991	0.2786583847
992	0.2784068933
993	0.278313969
994	0.2782668424
995	0.2780469187
996	0.2779361211
997	0.2777797828
998	0.2777625738
999	0.2775495293
